Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.5	0.0000765872611613181	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.5	0.0000870429821580148	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.5	0.0000887195210788624	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.5	0.000182778072107667	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	-5.5	0.000520947308732475	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; mock'	-5.5	0.000617460367088443	
Os12g0555500	oryza sativa	E-GEOD-62895	'pia; virulent line of rice blast fungus; susceptible' at '1 day' vs 'pia; water; susceptible' at '1 day'	5.5	0.0172777790500429	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	4.27378186560154e-128	
Os02g0571100	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	5.4	7.61167686535543e-17	
Os03g0230300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.4	7.07199208945591e-14	
Os05g0542500	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.4	7.1973673341804e-9	
Os05g0381400	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.4	1.15689730147902e-8	
Os05g0542500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.4	1.20300745424111e-8	
Os06g0528600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.4	4.14433002627041e-8	
Os07g0693800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	-5.4	6.84654210975113e-7	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	-5.4	0.00000311204869793482	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000231794488399965	
Os09g0522200	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000291771172768367	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.0000343565105258177	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.4	0.000077663810934734	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.4	0.000134624988091043	
Os04g0517100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.3	1.37117195110351e-171	
Os03g0230300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	5.3	1.28152361017935e-131	
Os03g0230300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	5.3	3.2150381348405e-120	
Os05g0322900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.3	1.08325963850071e-31	
Os02g0624300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.3	1.90063435912387e-9	
Os06g0708400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.00000220317825104024	
Os04g0600200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.3	0.00000288291076695469	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000147275616678208	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.3	0.0000186883600736354	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000662625677114896	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.3	0.0000924159183663226	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.3	0.000193536485699401	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.3	0.000256710472099143	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	-5.3	0.00034108752013222	
Os05g0381400	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	5.3	0.000343930364611987	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.3	0.000617108377570496	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-5.3	0.00099845525148958	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	-5.3	0.00307893404324852	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME7' vs 'IR24; none'	-5.3	0.00430582449309006	
Os12g0555500	oryza sativa	E-GEOD-62895	'Pia; avirulent line of rice blast fungus; resistant' at '1 day' vs 'Pia; water; resistant' at '1 day'	5.3	0.0498919943503389	
Os06g0528600	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.2	0	
Os04g0600200	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.2	5.32847359182219e-103	
Os09g0522200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	-5.2	3.32548623099692e-56	
Os02g0669100	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-5.2	5.23003188886654e-38	
Os03g0223400	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	-5.2	8.84295959781712e-35	
Os02g0677300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	5.2	1.29597025623531e-32	
Os04g0541700	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.2	2.26846100464294e-9	
Os06g0528600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.2	3.74288861026205e-9	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5.2	9.62110794098988e-9	
Os06g0528600	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.2	1.27680038108679e-8	
Os05g0322900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	9.531470105511e-8	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.2	2.25190068812448e-7	
Os05g0381400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.2	3.90041611252412e-7	
Os03g0820300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	5.2	0.00000109612267307459	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.2	0.00000226619645738474	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.0000253917228369459	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	0.0000291573720721962	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	-5.2	0.0000614293344094226	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.2	0.0000637956582820281	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.2	0.000103642506447865	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.2	0.000134624988091043	
Os05g0542500	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	-5.2	0.000201839102411137	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.00174202869742381	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	-5.2	0.00201167525829762	
Os05g0542500	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	5.2	0.00217655209062174	
Os04g0178300	oryza sativa	E-GEOD-62895	'pia; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pia; water; susceptible' at '3 day'	5.2	0.0141664438386649	
Os04g0178300	oryza sativa	E-GEOD-62895	'Pia; avirulent line of rice blast fungus; resistant' at '1 day' vs 'Pia; water; resistant' at '1 day'	5.2	0.0375495999650743	
Os02g0669100	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	5.1	0	
Os02g0624300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.1	3.35039414151338e-32	
Os02g0278700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '510 hour'	-5.1	3.19951249700745e-30	
Os04g0541700	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	1.72357632089485e-8	
Os06g0127100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	4.83308361149539e-8	
Os04g0517100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	5.17881695050138e-8	
Os01g0764800	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	5.1	1.04600874068603e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	5.75029325195325e-7	
Os04g0517100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	7.20115151799335e-7	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.1	0.00000337073266499349	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	0.00000505963985719896	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.1	0.00000798495780092216	
Os06g0708400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	5.1	0.0000148279783011642	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.1	0.0000158963008057023	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.1	0.000257756889408435	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.1	0.000359455528303	
Os02g0624300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5	5.13558079579529e-27	
Os02g0624300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-5	1.34638878902211e-18	
Os03g0820300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5	1.28474165191253e-13	
Os02g0669100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5	8.74747529669906e-9	
Os04g0541700	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5	1.08044560311072e-8	
Os03g0820300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5	1.80211296803865e-8	
Os06g0644200	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5	9.45885781327703e-8	
Os09g0541000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	-5	2.20465784138368e-7	
Os02g0669100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5	5.02970862670978e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.00000215245240754303	
Os05g0542500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5	0.0000045382730015165	
Os09g0522200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5	0.0000109791311670697	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5	0.0000899458098199915	
Os02g0661100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.0000995022424151489	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5	0.000106161581966037	
Os03g0230300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5	0.000216513400073203	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5	0.000286506126860441	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.000725348199888581	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	5	0.00251755463176479	
Os04g0517100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.9	4.77539897182168e-151	
Os01g0764800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	1.12332339442758e-94	
Os05g0322900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.9	3.84520630352272e-84	
Os01g0928000	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-4.9	5.24396866335352e-79	
Os09g0334500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	4.34390449521805e-70	
Os05g0542500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.9492997240874e-45	
Os03g0223400	oryza sativa	E-MTAB-6740	'seed germination stage' vs 'seed dormant stage' in  '30 degree celsius; 8 hour'	-4.9	7.68311134479726e-16	
Os09g0541000	oryza sativa	E-MTAB-3834	'submergence low oxygen' vs 'normal air'	-4.9	2.32092832280837e-14	
Os09g0522200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.5177574153298e-11	
Os04g0541700	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.9	1.82856001424286e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.93159303029028e-8	
Os06g0127100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.9	8.0765363610892e-8	
Os06g0127100	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.60383751160116e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.00000131610676279207	
Os09g0522000	oryza sativa	E-MEXP-1766	'3 hour, germination' vs '0 hour, dry seed'	4.9	0.00000150956209711157	
Os03g0103300	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	4.9	0.00000313480987833256	
Os06g0603600	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	-4.9	0.0000236143130215931	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.0000329895908952181	
Os09g0522200	oryza sativa	E-GEOD-21396	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000340247837299277	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000410500984038094	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.9	0.000112115255643644	
Os09g0522000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.9	0.000127652491568838	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.9	0.000221323297578276	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.9	0.000221323297578276	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME7' vs 'IR24; none'	-4.9	0.000844694530379124	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.9	0.00208437270414479	
Os02g0669100	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.8	1.01438443562002e-140	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.8	2.91719643209343e-102	
Os04g0684900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.8	9.54947430568443e-71	
Os06g0708400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	7.75432256509648e-7	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.8	8.11635323263188e-7	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.8	0.0000124601989955843	
Os04g0178300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.8	0.0000174844626591889	
Os05g0381400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	4.8	0.0000397252611536624	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.0000879776607044306	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.000102659983930629	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.8	0.00029548146712549	
Os02g0661100	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.8	0.000350009911891478	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.8	0.00111277285074701	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	-4.8	0.00441217239058339	
Os11g0167800	oryza sativa	E-GEOD-40549	'iron defiency; vascular bundle from new leaf at the lowest node' vs 'normal; vascular bundle from new leaf at the lowest node'	4.8	0.0205267599037139	
Os01g0263300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.7	0	
Os03g0820300	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.7	3.23973211961257e-124	
Os04g0600200	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-4.7	4.05988326920619e-32	
Os06g0708400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.7	5.44212975588723e-18	
Os04g0541700	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.7	1.28411997601633e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.7	3.02140239431872e-8	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.7	4.46888111134739e-8	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	1.13447913696172e-7	
Os03g0223400	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.7	1.53289801207384e-7	
Os06g0127100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.7	1.76152870865288e-7	
Os02g0731200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.7	2.24696726737269e-7	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.7	2.53786214142491e-7	
Os06g0708400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000142514733148646	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000181593696461296	
Os09g0522200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000484714824123982	
Os04g0178300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.7	0.0000069486960148948	
Os04g0517100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000120386449524415	
Os06g0708400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.7	0.0000149850461867134	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.7	0.0000161122643512108	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'endosperm'	-4.7	0.0000221879463722371	
Os09g0522200	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.0000255333295841092	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000264286202159534	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.7	0.0000733767249373297	
Os02g0571100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.7	0.000141178473810981	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.7	0.000439349006402312	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.7	0.00102682912392772	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.7	0.00361528066180832	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-4.7	0.00403730869888652	
Os02g0571100	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6 complemented line' vs 'ethanol; osmpk6 complemented line'	4.7	0.0188538316659431	
Os03g0820300	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pish; water; susceptible' at '3 day'	4.7	0.0332298320474702	
Os04g0178300	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	4.6	5.01621420361704e-118	
Os01g0841500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	1.54894054147035e-44	
Os02g0669100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	3.57436688155077e-22	
Os08g0546800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-4.6	5.19774679230253e-14	
Os06g0726300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	1.1880522204378e-11	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.6	4.76037591831533e-8	
Os02g0669100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.6	5.2378359508448e-8	
Os04g0517100	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.6	2.79189774230364e-7	
Os07g0693800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	-4.6	2.98820899380712e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	6.1304768731558e-7	
Os04g0541700	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.6	6.37726783534629e-7	
Os09g0522200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.6	0.00000207907411019434	
Os05g0381400	oryza sativa	E-MTAB-5118	'60:1 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.6	0.00000251260281314769	
Os06g0603600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.6	0.00000336062523779701	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.6	0.0000233936032755353	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.6	0.0000357853560564685	
Os04g0517100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.6	0.0000583423036792171	
Os06g0603600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.6	0.000134624988091043	
