Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0462800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.9	0.00000198140252144126	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.9	0.0000109248752340766	
Os02g0661100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	5.9	0.0000123348534942743	
Os03g0180800	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	5.9	0.0000149145987007036	
Os06g0127100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	5.9	0.0000166022391618515	
Os09g0457900	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO86' vs 'Nipponbare; mock'	5.9	0.0000254515173590192	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; none'	-5.9	0.0000830553906505971	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	-5.9	0.000175374135785356	
Os04g0659300	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	5.9	0.000308127752237442	
Os01g0968800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.9	0.000324147728174151	
Os03g0815100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.8	1.96455589195785e-127	
Os10g0456800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.8	1.83150581171604e-81	
Os05g0322900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.8	1.71839386704718e-66	
Os10g0370500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.8	2.74147492292808e-45	
Os08g0546800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.8	1.89890277298421e-28	
Os03g0820300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.8	5.00974906701684e-28	
Os03g0180800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-5.8	1.64822850222087e-20	
Os01g0733200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.8	2.59191822893298e-8	
Os03g0820300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.8	5.56089738956818e-7	
Os04g0401700	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '2 day' vs 'Pish; water; resistant' at '2 day'	5.8	0.00000757133497164918	
Os07g0561300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.8	0.0000232265787068249	
Os06g0127100	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	5.8	0.0000238056612021736	
Os12g0150200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.8	0.0000257792435822983	
Os05g0542500	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	5.8	0.0000331828530834492	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.8	0.000128210761759781	
Os01g0609300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.7	2.15166662243694e-94	
Os11g0454300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	5.7	4.23107310395947e-79	
Os08g0374600	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-5.7	1.70788172639801e-59	
Os10g0521000	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-5.7	3.79166703069574e-55	
Os01g0867300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.7	4.36618270620862e-40	
Os03g0133000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.7	5.34621684172864e-28	
Os06g0127100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.7	8.36202404695176e-14	
Os01g0571300	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.7	9.42820291088443e-9	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.7	2.31370761060176e-7	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.7	4.81594455357886e-7	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.7	0.00000431471872600937	
Os09g0522000	oryza sativa	E-MEXP-1766	'1 hour, germination' vs '0 hour, dry seed'	5.7	0.00000444633841776377	
Os05g0276500	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	5.7	0.00000730707562877894	
Os08g0445700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.7	0.0000151484801492867	
Os08g0445700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.7	0.0000296758147715609	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.7	0.0000575037917431492	
Os09g0439200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.7	0.000109405696168182	
Os09g0457900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.7	0.00452962787022138	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	5.6	2.56969262476033e-111	
Os08g0374600	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.6	4.08979382410449e-46	
Os03g0575200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-5.6	1.57473160532244e-31	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	5.6	4.6844291073881e-30	
Os05g0542500	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.6	7.07199208945591e-14	
Os09g0543400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.6	1.90251887678754e-13	
Os09g0537700	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	-5.6	1.90821076677744e-13	
Os01g0733200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.6	1.68735293448748e-9	
Os01g0699100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	4.536310421439e-8	
Os03g0820300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	7.38310294159386e-8	
Os01g0136200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	8.44262139561598e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.6	6.54339401780615e-7	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.6	0.0000011446640301977	
Os03g0180800	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	0.00000219996101127781	
Os12g0150200	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.6	0.00000759593647895575	
Os03g0180800	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	0.0000162681687784351	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	5.6	0.000038417346959363	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.6	0.000107846662082268	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.6	0.000160234374578571	
Os04g0612000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	0.000600347327947322	
Os05g0542500	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	5.6	0.0015377872061267	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.5	0	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	5.5	0	
Os01g0839100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.5	4.90721768272164e-110	
Os03g0820300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.5	1.62233815123687e-27	
Os01g0868000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.5	1.05060846422413e-22	
Os02g0810900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-5.5	3.68860549228945e-11	
Os05g0542500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.5	1.79524367902008e-9	
Os07g0561300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.5	4.51192742468965e-8	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.5	4.4232054020373e-7	
Os09g0522200	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	-5.5	0.00000115069697691176	
Os07g0561300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.5	0.0000145874324085738	
Os06g0127100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	5.5	0.0000554591732524011	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.5	0.0000765872611613181	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.5	0.0000887195210788624	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	-5.5	0.000520947308732475	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; mock'	-5.5	0.000617460367088443	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.5	0.00117602736790339	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	5.4	0	
Os04g0543900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.4	4.05453823227512e-292	
Os04g0401700	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.4	4.63315375934384e-188	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	4.27378186560154e-128	
Os07g0561300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	1.08705830233939e-31	
Os02g0644000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.4	1.79524367902008e-9	
Os01g0859300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	3.62366214836887e-9	
Os05g0542500	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.4	7.1973673341804e-9	
Os05g0542500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.4	1.20300745424111e-8	
Os07g0154100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	5.4	1.49877387678963e-8	
Os04g0560600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.4	2.48797344549688e-8	
Os08g0374600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.4	1.1031021893917e-7	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	-5.4	0.00000311204869793482	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000231794488399965	
Os09g0522200	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000291771172768367	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.0000343565105258177	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.4	0.0000755534411765128	
Os07g0561300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.4	0.0000793625520316081	
Os09g0457900	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'K354'	5.4	0.0000841417352123686	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	5.4	0.000702798942335151	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.000719157213015747	
Os04g0659300	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-5.3	1.04320236698504e-122	
Os05g0322900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.3	1.08325963850071e-31	
Os07g0561300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.3	9.42657518192447e-29	
Os11g0127600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.3	5.86809877936216e-22	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	5.3	3.70859152048457e-21	
Os01g0955100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.3	3.39529092665451e-14	
Os01g0159800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.3	8.6621855400629e-14	
Os02g0644000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.3	8.50785655234065e-9	
Os01g0733200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	3.5224316084182e-7	
Os01g0699100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	5.3	4.41050007320521e-7	
Os01g0839100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.3	8.18849978615663e-7	
Os01g0955100	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.3	0.00000215142470314188	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000147275616678208	
Os02g0662000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	5.3	0.0000340518122229835	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000662625677114896	
Os08g0445700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.3	0.000138722486490944	
Os09g0457900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.3	0.000141209920761888	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.3	0.000193536485699401	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.3	0.000256710472099143	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	-5.3	0.00034108752013222	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.3	0.000617108377570496	
Os07g0559700	oryza sativa	E-GEOD-21396	'1.2-1.5 mm' vs '0.7-1.0 mm' in 'anther'	5.3	0.000835340278139453	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-5.3	0.00099845525148958	
Os09g0457900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.3	0.00642257317312868	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	5.2	3.17583895554046e-178	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	5.2	9.86980999768671e-119	
Os09g0543400	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.2	1.11406000379471e-74	
Os09g0522200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	-5.2	3.32548623099692e-56	
Os12g0150200	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.2	5.47835334001888e-55	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	5.2	3.44514451631587e-42	
Os03g0223400	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	-5.2	8.84295959781712e-35	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	5.2	3.27706348767678e-30	
Os03g0322900	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-5.2	1.20894131013978e-23	
Os03g0133000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.2	8.71874451866058e-15	
Os03g0322900	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.2	4.42266813989455e-11	
Os04g0541700	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.2	2.26846100464294e-9	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5.2	9.62110794098988e-9	
Os01g0571300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.2	1.27183741798211e-8	
Os01g0733200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.2	1.85068744455948e-8	
Os05g0322900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	9.531470105511e-8	
Os01g0955100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.2	1.11580092741575e-7	
Os01g0930400	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	5.2	1.48735044797279e-7	
Os01g0658900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.2	7.62943026228618e-7	
Os03g0820300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	5.2	0.00000109612267307459	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.2	0.00000226619645738474	
Os08g0374600	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.2	0.00000229189245128474	
Os09g0537700	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-5.2	0.00000729645224061083	
Os03g0281900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.2	0.00000816160616594764	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.0000253917228369459	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	0.0000291573720721962	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.2	0.0000534522371809603	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	-5.2	0.0000614293344094226	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.2	0.0000637956582820281	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.2	0.000103642506447865	
Os05g0542500	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	-5.2	0.000201839102411137	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.2	0.00106217539607931	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.00174202869742381	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	-5.2	0.00201167525829762	
Os05g0542500	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	5.2	0.00217655209062174	
Os09g0537700	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-5.2	0.0050756892959589	
Os07g0186000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.1	3.38972723005885e-125	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	5.1	4.73072048744064e-84	
Os11g0454300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	5.1	1.07664578150956e-68	
Os07g0572100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-5.1	1.56424578754849e-58	
Os09g0543400	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-5.1	7.38341769188204e-53	
Os01g0955100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.1	2.75087678979171e-52	
Os10g0415300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.1	5.43125531941301e-51	
Os05g0276500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-5.1	1.31068172780661e-43	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.1	2.0661203617326e-17	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	5.1	1.76343486691085e-16	
Os02g0644000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.1	4.75316785496495e-9	
Os04g0541700	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	1.72357632089485e-8	
Os02g0644000	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	1.85072371287963e-8	
Os02g0134300	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	2.44471092637594e-8	
Os04g0560600	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.1	2.47765107093607e-8	
Os06g0127100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	4.83308361149539e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.1	8.60429645062281e-8	
Os01g0699100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	3.46013362292933e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	5.75029325195325e-7	
Os03g0322900	oryza sativa	E-MTAB-5118	'60:1 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	5.1	0.00000209107515160445	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	0.00000505963985719896	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.1	0.00000798495780092216	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	5.1	0.00000827572014365596	
Os01g0699100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO86' vs 'Nipponbare; mock'	5.1	0.00000833418855417083	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.1	0.0000158963008057023	
Os03g0322900	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	5.1	0.0000190506914489774	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.1	0.000147473273876311	
Os03g0180800	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.1	0.000192796333845397	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.1	0.000257756889408435	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.1	0.000359455528303	
