Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0126400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	3.2	0.000120554111819531	
Os03g0348900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	3.2	0.00019367876229229	
Os01g0191300	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	3.2	0.00300298657111015	
Os02g0766700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-3.1	1.72137189990499e-141	
Os01g0741900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	3.1	5.07624871767861e-119	
Os02g0649300	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '505 hour'	-3.1	8.82828559842042e-18	
Os01g0141000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	3.1	6.46420865736757e-11	
Os02g0766700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.1	3.27511262924801e-7	
Os02g0766700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	3.1	6.51052878425789e-7	
Os02g0731200	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '5 day' vs 'pish; water; susceptible' at '5 day'	-3.1	0.00000775150256495145	
Os05g0476700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	3.1	0.00000998481268191365	
Os02g0126400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	3.1	0.0000200876288879605	
Os01g0699100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	3.1	0.0000292011899645414	
Os02g0649300	oryza sativa	E-MTAB-1624	'normal watering' at '24 hours' vs. '5 hours'	3.1	0.000126038046566868	
Os01g0141000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	3.1	0.00017509229209291	
Os07g0684900	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	3.1	0.000372850660516648	
Os02g0126400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	3.1	0.000804309581469078	
Os01g0699100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	3.1	0.00135196787284616	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.1	0.00192404924471956	
Os01g0141000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	3	3.66177749579229e-16	
Os01g0141000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	3	2.25569853742366e-15	
Os07g0684900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3	6.07784772543668e-8	
Os01g0270100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-3	6.09914297904835e-8	
Os01g0182600	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'K354'	-3	0.0000135502425725233	
Os01g0699100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	3	0.000142021072015933	
Os01g0182600	oryza sativa	E-GEOD-21396	'Nighttime 24:00' vs 'Daytime 12:00' at '76 days after transplanting' in 'leaf blade'	-3	0.000145240652441203	
Os01g0141000	oryza sativa	E-GEOD-61833	'Xanthomonas oryzae pv oryzae BXO1002 (EPS-)' vs 'water'	3	0.00360240468769321	
Os01g0699100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3	0.00992858793206447	
Os01g0741900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.9	3.41183352873324e-89	
Os11g0171500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	2.9	6.13981070224945e-62	
Os04g0401700	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-2.9	1.88293730650093e-57	
Os07g0685700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	2.9	2.5705951257011e-46	
Os02g0126400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	2.9	1.04560082001089e-43	
Os01g0741900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	2.9	7.4070431740762e-43	
Os01g0626400	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	2.9	3.6923224280926e-33	
Os02g0649300	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '528 hour'	-2.9	2.92393945509839e-25	
Os02g0649300	oryza sativa	E-GEOD-109341	'sodium chloride; 100 millimolar' vs 'none' in 'Vialone Nano; root'	2.9	4.93335706332656e-13	
Os01g0270100	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-2.9	4.93721086032062e-8	
Os02g0766700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	2.9	8.36975861460038e-8	
Os02g0766700	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-2.9	8.90518607658489e-8	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	2.9	0.00000805784058178358	
Os04g0401700	oryza sativa	E-GEOD-21397	'104 days after transplanting' vs '13 days after transplanting'	2.9	0.000159680058368319	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	2.9	0.00156801444716736	
Os02g0649300	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	2.9	0.00233609737952965	
Os04g0401700	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6' vs 'ethanol; osmpk6'	2.9	0.00415692706113164	
Os02g0649300	oryza sativa	E-GEOD-60823	'phosphate 200 micromolar' vs 'none' in 'wild type'	-2.9	0.0152875370553035	
Os04g0401700	oryza sativa	E-GEOD-21396	'14-18 cm inflorescence' vs '05-10 cm inflorescence' in 'pistil'	2.9	0.0224835253816978	
Os01g0141000	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	2.8	3.78558356204317e-34	
Os04g0401700	oryza sativa	E-CURD-37	'Pyricularia oryzae' vs 'none' in 'nitrogen fertiliser' at '2 day'	2.8	6.29716621256614e-12	
Os01g0699100	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	2.8	1.15216541831341e-11	
Os02g0766700	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-2.8	6.73218693334004e-8	
Os01g0270100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-2.8	1.86626641046849e-7	
Os01g0141000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	2.8	4.27849998165857e-7	
Os02g0126400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	2.8	4.65799281558719e-7	
Os01g0699100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	2.8	4.90888648237779e-7	
Os08g0492500	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-2.8	5.2379318409565e-7	
Os02g0766700	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-2.8	0.00000124103877683247	
Os03g0348900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	2.8	0.00000485885728095744	
Os01g0626400	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-2.8	0.0000599038830807962	
Os05g0476700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	2.8	0.000065712360512655	
Os01g0141000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	2.8	0.0000794269380433855	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	2.8	0.00010180488080646	
Os05g0476700	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	2.8	0.000152496386002678	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	2.8	0.000163654081473073	
Os07g0684900	oryza sativa	E-GEOD-31834	'lower shoot base; 6 hour; after gravistimulation' vs 'shoot base; control'	2.8	0.000165187626305863	
Os02g0126400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	2.8	0.000193238016103981	
Os01g0141000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	2.8	0.000233061260236147	
Os04g0401700	oryza sativa	E-GEOD-21397	'118 days after transplanting' vs '13 days after transplanting'	2.8	0.000458424256035783	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	2.8	0.000647235299493566	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	2.8	0.00075884865449638	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	2.8	0.0021893864772352	
Os07g0685700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.7	2.90084544344269e-91	
Os02g0126400	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '0.5 hour'	2.7	1.55351019376016e-84	
Os02g0126400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	2.7	3.5375896660512e-66	
Os01g0141000	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	2.7	1.55262757051762e-34	
Os02g0766700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-2.7	2.45101478333929e-30	
Os01g0626400	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	2.7	1.51775427316419e-11	
Os01g0270100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-2.7	4.46682739791482e-8	
Os01g0270100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-2.7	6.89960831947288e-8	
Os08g0492500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-2.7	8.47461080096384e-8	
Os04g0401700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	2.7	4.66348846055886e-7	
Os08g0492500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	2.7	0.00000188421507977185	
Os01g0818400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	2.7	0.0000266735180148267	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	2.7	0.0000884360869352857	
Os04g0401700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	2.7	0.000235030292813332	
Os03g0669100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	-2.7	0.000247779193856735	
Os08g0112700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	-2.7	0.000269167933256594	
Os02g0649300	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME5' vs 'Nipponbare; mock'	2.7	0.00158788933305004	
Os02g0649300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	2.7	0.00271466203183672	
Os02g0701300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.7	0.00290576951801774	
Os02g0649300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.7	0.00475008158950026	
Os03g0128700	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	2.7	0.0296913309961745	
Os02g0766700	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	2.6	1.78884289282161e-158	
Os01g0182600	oryza sativa	E-MTAB-1625	'normal watering' at '24 hours' vs. '5 hours'	-2.6	2.54379132436858e-116	
Os07g0685700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.6	1.10721391569e-92	
Os05g0476700	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	2.6	9.82050316292176e-54	
Os07g0685700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	2.6	4.0730640840505e-52	
Os01g0626400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	2.6	4.40436705887015e-26	
Os08g0492500	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	2.6	4.35528832021473e-11	
Os01g0270100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-2.6	6.54895051927969e-8	
Os03g0669100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	2.6	2.0458082851151e-7	
Os05g0476700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	2.6	8.25631955298871e-7	
Os01g0699100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae BLS303' vs 'Nipponbare; mock'	2.6	0.00000143931653531812	
Os04g0460600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	2.6	0.00000171887518803801	
Os02g0126400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	2.6	0.00000323076868173544	
Os12g0169400	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-2.6	0.0000122794214661914	
Os08g0112700	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	2.6	0.0000154672101806777	
Os01g0182600	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	-2.6	0.0000196840462547298	
Os05g0476700	oryza sativa	E-MEXP-1766	'1 hour, germination' vs '0 hour, dry seed'	2.6	0.0000346748728629886	
Os05g0476700	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	2.6	0.0000724904580827857	
Os04g0401700	oryza sativa	E-GEOD-21396	'5.0-10 mm' vs '0.6-1.0 mm' in 'inflorescence'	2.6	0.000079616043669587	
Os12g0169400	oryza sativa	E-GEOD-29967	'Rathu Heenati; resistant variety to brown planthopper; 8 hour' vs 'Rathu Heenati; resistant variety to brown planthopper; 0 hour'	-2.6	0.000307723223448646	
Os03g0348900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	2.6	0.000326733571241363	
Os04g0401700	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	-2.6	0.000837573213902263	
Os01g0667200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	2.6	0.00116058482919196	
Os01g0182600	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '5 day' vs 'pish; water; susceptible' at '5 day'	2.6	0.00161358715677996	
Os01g0699100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	2.6	0.00210581880839117	
Os01g0699100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	2.6	0.00248877145723023	
Os03g0348900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	2.6	0.00574978262612314	
Os04g0401700	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	2.6	0.00630474345169833	
Os02g0649300	oryza sativa	E-MTAB-3834	'submergence low oxygen' vs 'normal air'	-2.6	0.0114271086545305	
Os02g0649300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	2.6	0.0118092157213573	
Os02g0649300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae BLS303' vs 'IR24; none'	2.6	0.0156847409021973	
Os03g0348900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	2.6	0.0199627578745834	
Os02g0649300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; none'	2.6	0.0207236736013287	
Os04g0401700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	2.5	2.42273894080179e-53	
Os02g0766700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	2.5	1.98313280810717e-38	
Os02g0701300	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	2.5	1.24751925543228e-15	
Os02g0766700	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	2.5	5.48780348704784e-11	
Os12g0169400	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-2.5	1.31624750179635e-7	
Os02g0126400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.5	6.59436037501405e-7	
Os01g0686800	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	-2.5	7.39217645792457e-7	
Os01g0626400	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	2.5	0.00000104904325093777	
Os03g0669100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	2.5	0.00000186621301355547	
Os08g0492500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	2.5	0.00000367146023941086	
Os04g0401700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	2.5	0.0000083948642744324	
Os01g0667200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	2.5	0.0000139733705838738	
Os03g0348900	oryza sativa	E-GEOD-53858	'OsSLAC7 T-DNA insertion mutant' vs 'wild type genotype'	2.5	0.0000194731184897388	
Os01g0686800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-2.5	0.0000200312966264458	
Os01g0182600	oryza sativa	E-MTAB-1624	'normal watering' at '24 hours' vs. '5 hours'	-2.5	0.0000343725688690421	
Os01g0626400	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	2.5	0.000038125767457764	
Os08g0118000	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	2.5	0.0000462990681770898	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	2.5	0.0000640189525619477	
Os03g0680800	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	2.5	0.0000705737092577652	
Os01g0686800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	-2.5	0.000246496997806298	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	2.5	0.000410040103818371	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	2.5	0.000576229424905987	
Os05g0476700	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	2.5	0.000627351676872253	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	2.5	0.000701581350501544	
Os01g0626400	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-2.5	0.000718383645461484	
Os01g0699100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	2.5	0.000831306474356992	
Os05g0584200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	2.5	0.000927136155348008	
Os01g0626400	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	2.5	0.00106260527368709	
Os01g0626400	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	2.5	0.00196969067150962	
Os04g0401700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	2.5	0.00326992390316032	
Os01g0626400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	2.5	0.00565116670228777	
Os02g0649300	oryza sativa	E-GEOD-58603	'abscisic acid; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'none; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf'	-2.5	0.00799495208376986	
Os02g0649300	oryza sativa	E-MTAB-1624	'300 millimolar sodium chloride' vs. 'normal watering' at '24 hours'	2.5	0.0248640070128188	
Os02g0649300	oryza sativa	E-MTAB-1624	'normal watering' at '5 hours' vs. '1 hour'	-2.5	0.0294908531453467	
Os12g0169400	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-2.4	1.17202436103353e-67	
Os01g0182600	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-2.4	4.97030699184294e-64	
Os12g0169400	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-2.4	5.14993377565424e-49	
Os01g0141000	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	2.4	5.79455121695202e-49	
Os04g0401700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	2.4	3.12469193716253e-33	
Os01g0667200	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	2.4	1.58561234128671e-10	
Os12g0169400	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-2.4	2.45797945321895e-7	
Os01g0741900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	2.4	3.29218598218603e-7	
Os01g0699100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	2.4	3.48197507405131e-7	
Os08g0492500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-2.4	4.36897461883372e-7	
Os02g0579600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	2.4	6.95174429765551e-7	
Os03g0669100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	2.4	7.51637347332234e-7	
Os05g0476700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	2.4	0.00000117759341346049	
Os02g0579600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	2.4	0.00000196166847584424	
Os08g0492500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	2.4	0.00000368482088033225	
Os02g0126400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	2.4	0.0000049520864379422	
Os12g0169400	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-2.4	0.00000834037033910732	
Os01g0182600	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	-2.4	0.0000119017442132647	
Os04g0401700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	2.4	0.0000652623043858137	
Os04g0401700	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	2.4	0.0000863527380494908	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	2.4	0.000154950100369711	
Os05g0476700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	2.4	0.000172076743057648	
Os01g0741900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	2.4	0.000245024929208623	
Os04g0401700	oryza sativa	E-GEOD-21396	'5 days after flowering' vs '1 days after flowering' in 'ovary'	-2.4	0.000440466563385259	
Os01g0182600	oryza sativa	E-GEOD-21396	'Nighttime 24:00' vs 'Daytime 12:00' at '27 days after transplanting' in 'root'	-2.4	0.000484710744990058	
Os04g0401700	oryza sativa	E-GEOD-21397	'111 days after transplanting' vs '13 days after transplanting'	2.4	0.000494202702869098	
Os07g0684900	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	2.4	0.00487347814400082	
Os03g0669100	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	-2.4	0.00513088643465267	
Os02g0701300	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6 complemented line' vs 'ethanol; osmpk6 complemented line'	-2.4	0.00897823768063354	
Os04g0401700	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	2.4	0.0145974706816941	
Os01g0699100	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	2.3	4.49186923653834e-39	
