Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0782500	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	4.4	5.33832558447015e-19	
Os09g0526600	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	1.68029779153177e-8	
Os06g0195800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.4	6.61159526574756e-8	
Os02g0622500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.4	1.78612944351301e-7	
Os02g0622500	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	1.9302748165428e-7	
Os11g0702100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.4	4.71919312582938e-7	
Os02g0622500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.4	5.34693570107089e-7	
Os02g0758000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	-4.4	0.00000441369276259459	
Os01g0606900	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME1' vs 'Nipponbare; mock'	-4.4	0.00000654855185555575	
Os04g0107900	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.4	0.00000766754325367012	
Os11g0702100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.4	0.0000141432620611545	
Os03g0267000	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.4	0.0000225532791957844	
Os06g0206900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4.4	0.000063858186966094	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.4	0.0000984073308422798	
Os01g0606900	oryza sativa	E-GEOD-45724	'alkali; Jijing88' vs 'control; Jijing88'	4.4	0.000182401778818774	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	4.4	0.000228775101337031	
Os01g0757500	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.4	0.00164016369742355	
Os02g0658800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	4.3	7.80800265957567e-194	
Os10g0419300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.3	1.15251504558508e-77	
Os04g0445100	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '510 hour'	4.3	3.27083891185111e-28	
Os11g0702100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.3	1.61989016112448e-24	
Os05g0519700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	4.3	6.49526203729063e-16	
Os01g0170000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.3	9.10675550432659e-16	
Os11g0702100	oryza sativa	E-CURD-37	'Pyricularia oryzae' vs 'none' in 'nitrogen fertiliser' at '2 day'	4.3	2.24264085125162e-13	
Os06g0682900	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.3	2.94952669039038e-8	
Os11g0518600	oryza sativa	E-GEOD-33204	'75 day; Huahui 1; Xanthomonas oryzae pv. oryzae Pxo99' vs '75 day; wild type; Xanthomonas oryzae pv. oryzae Pxo99'	4.3	1.67186427903312e-7	
Os04g0445100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.3	2.44087463881875e-7	
Os11g0702100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.3	7.10923367678098e-7	
Os04g0107900	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.3	0.00000129647197307168	
Os02g0658800	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae BLS303' vs 'Nipponbare; mock'	4.3	0.0000030235820910628	
Os03g0267000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	4.3	0.0000133623743312345	
Os02g0259900	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.3	0.0000385501403813639	
Os02g0758000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	-4.3	0.000174459475378189	
Os11g0702100	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.3	0.000825545225307305	
Os04g0107900	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	-4.3	0.00237759393610738	
Os03g0286900	oryza sativa	E-GEOD-58603	'none; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'none; salt-tolerant introgression line PL177; normal watering; leaf'	4.3	0.00315240703201237	
Os05g0530400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.2	6.21505982850286e-64	
Os05g0530400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.2	9.38937716501473e-63	
Os05g0530400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.2	2.9234143198574e-19	
Os05g0530400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.2	8.52158909202769e-19	
Os11g0244200	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.2	2.5831861896635e-11	
Os03g0170900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.2	7.32712942154628e-9	
Os06g0682900	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.2	1.83847668322923e-8	
Os11g0518600	oryza sativa	E-GEOD-33204	'75 day; Huahui 1; Xanthomonas compestris pv. vesicatoria Xv5' vs '75 day; wild type; Xanthomonas compestris pv. vesicatoria Xv5'	4.2	4.35409804291889e-8	
Os03g0286900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.2	9.28981118534172e-8	
Os01g0606900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	1.13447913696172e-7	
Os11g0518600	oryza sativa	E-GEOD-33204	'75 day; Huahui 1; control' vs '75 day; wild type; control'	4.2	6.12343171637326e-7	
Os01g0170000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.2	0.0000013307616259305	
Os06g0206900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	-4.2	0.00000226332795696942	
Os12g0244100	oryza sativa	E-GEOD-21396	'5 days after flowering' vs '1 days after flowering' in 'ovary'	4.2	0.0000108093877526807	
Os01g0757500	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4.2	0.0000112286015135103	
Os02g0758000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	-4.2	0.0000166022391618515	
Os03g0286900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-4.2	0.0000210185937957019	
Os12g0244100	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	4.2	0.0000240042553214427	
Os02g0758000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	-4.2	0.0000255333295841092	
Os11g0702100	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.2	0.000658276827793451	
Os03g0286900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	4.2	0.00113445825213586	
Os02g0658800	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	4.1	1.60037842251146e-8	
Os06g0682900	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.1	1.69978174570226e-8	
Os04g0107900	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.1	2.555141343091e-8	
Os02g0658800	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	4.1	4.33262056754416e-8	
Os06g0682900	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.1	5.35367141818504e-8	
Os01g0170000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.1	8.96803424377206e-8	
Os01g0757500	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	-4.1	1.12837061998644e-7	
Os01g0136200	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae BLS303' vs 'Nipponbare; mock'	4.1	1.93039524632871e-7	
Os01g0626400	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.1	2.35517723153262e-7	
Os03g0245800	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.1	3.4321523559274e-7	
Os04g0107900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.1	0.00000171809970161333	
Os03g0329200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	4.1	0.00000229747729589454	
Os04g0452100	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '5 day' vs 'pish; water; susceptible' at '5 day'	-4.1	0.00000283471619767008	
Os10g0471000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.1	0.00000304135021094477	
Os11g0518600	oryza sativa	E-GEOD-33204	'75 day; Huahui 1; Xanthomonas oryzae pv. oryzicola Rs105' vs '75 day; wild type; Xanthomonas oryzae pv. oryzicola Rs105'	4.1	0.00000310987058932707	
Os01g0170000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.1	0.00000391443509470111	
Os06g0682900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.1	0.00000587534882089478	
Os02g0491400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-4.1	0.0000112620312626431	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4.1	0.0000164747120765375	
Os02g0758000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	-4.1	0.0000238501990929222	
Os01g0757500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-4.1	0.0000285414741080047	
Os02g0758000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'K354'	-4.1	0.0000456243840848083	
Os01g0810300	oryza sativa	E-GEOD-54243	'15 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.1	0.000305831696418328	
Os03g0161900	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.1	0.00046903802102447	
Os01g0606900	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME2' vs 'Nipponbare; mock'	-4.1	0.000964197961956217	
Os03g0245800	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.1	0.00143055218554153	
Os11g0702100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	4	9.55528417491997e-110	
Os02g0758000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	4	4.9809898900912e-38	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4	7.15273494085256e-34	
Os01g0626400	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4	1.45470412085196e-30	
Os01g0606900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-4	1.2075051457303e-29	
Os04g0445100	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '528 hour'	4	4.11555762472887e-22	
Os05g0519700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-4	2.31540975063677e-21	
Os02g0259900	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	4	8.37171413356016e-19	
Os11g0702100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4	1.68893282211485e-17	
Os02g0658800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-4	4.35390712959472e-11	
Os02g0658800	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	4	3.01332917617702e-8	
Os01g0136200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4	3.55896592066194e-8	
Os11g0244200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4	3.65747580108355e-7	
Os11g0244200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4	3.87662306699895e-7	
Os11g0702100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME5' vs 'Nipponbare; mock'	4	6.7538192247681e-7	
Os03g0329200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	4	0.00000149130280742207	
Os11g0518600	oryza sativa	E-GEOD-33204	'75 day; Huahui 1; Xanthomonas oryzae pv. oryzae JxoI' vs '75 day; wild type; Xanthomonas oryzae pv. oryzae JxoI'	4	0.0000015141131475665	
Os02g0259900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4	0.00000287566264361949	
Os03g0329200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	4	0.0000059024603510324	
Os01g0136200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4	0.00000630902831186193	
Os01g0279400	oryza sativa	E-GEOD-42028	'MADS29 OX overexpression' vs 'wild type'	4	0.00000721375275749506	
Os02g0782500	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4	0.0000652962762968341	
Os03g0161900	oryza sativa	E-GEOD-54243	'15 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4	0.000708033655093744	
Os03g0286900	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	4	0.00127328188941024	
Os01g0757500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-4	0.00410912458715555	
Os01g0136200	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4	0.00469541489265793	
Os09g0526600	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-3.9	8.10031360785961e-27	
Os05g0519700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '510 hour'	-3.9	2.28810537719817e-17	
Os03g0363600	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	3.9	2.38768882769572e-16	
Os02g0622500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	3.9	3.54993885943904e-8	
Os01g0851000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	-3.9	1.87311407794242e-7	
Os09g0526600	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	-3.9	9.65081010548498e-7	
Os06g0682900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.9	0.00000329815953960471	
Os03g0170900	oryza sativa	E-GEOD-21396	'5 days after flowering' vs '1 days after flowering' in 'ovary'	3.9	0.00000640326655618498	
Os03g0170900	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	3.9	0.0000252385855053292	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-3.9	0.000050580039001307	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	-3.9	0.0000628222795204842	
Os02g0658800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-3.9	0.00185755547473821	
Os06g0682900	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	3.9	0.0288351137872971	
Os03g0267000	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	3.8	4.59120486020326e-47	
Os02g0758000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.8	6.36606876822976e-39	
Os03g0667100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.8	6.78047760840227e-35	
Os09g0526600	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-3.8	4.53632705735899e-32	
Os04g0538000	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '510 hour'	-3.8	1.68357561633074e-29	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	3.8	4.77989306736751e-28	
Os03g0245800	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '504 hour'	-3.8	4.97535446332183e-20	
Os03g0808900	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	3.8	3.89709522925816e-14	
Os01g0606900	oryza sativa	E-GEOD-47812	'aromatic RILs' vs 'aromatic parent'	-3.8	1.13482622883109e-9	
Os01g0170000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	3.8	4.53271095668669e-8	
Os03g0329200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	3.8	0.00000285794847631767	
Os06g0206900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	-3.8	0.00000382075132996709	
Os06g0195800	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-3.8	0.00000558424885416462	
Os03g0267000	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-3.8	0.00000941577045688357	
Os04g0538000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	3.8	0.0000131509074916389	
Os01g0757500	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	-3.8	0.0000197515087306517	
Os01g0184100	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	3.8	0.00003025045409252	
Os01g0810300	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-3.8	0.0000644513413484959	
Os06g0206900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	-3.8	0.0000649099086075883	
Os02g0758000	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	3.8	0.0000680848552135788	
Os04g0445100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	3.8	0.0000785815610201465	
Os01g0606900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	3.8	0.000115232407466007	
Os01g0170000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.8	0.000351233034634578	
Os06g0195800	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	3.8	0.00046903802102447	
Os03g0161900	oryza sativa	E-GEOD-54243	'3 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-3.8	0.00299354149517504	
Os03g0276500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.7	1.01488422069159e-74	
Os01g0606900	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '5 hours' vs. '1 hour'	3.7	2.60837714946488e-64	
Os01g0884300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.7	1.01777800112089e-61	
Os03g0245800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	3.7	1.07392946780931e-26	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	3.7	3.5689413155904e-25	
Os02g0622500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.7	5.11558472830943e-21	
Os04g0107900	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '528 hour'	-3.7	1.27530060780743e-19	
Os03g0808900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-3.7	6.26725622086277e-17	
Os03g0267000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.7	8.6096520333946e-10	
Os02g0758000	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	3.7	2.80530793455288e-8	
Os02g0259900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-3.7	3.15329315904531e-7	
Os01g0851000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	-3.7	5.17900363357814e-7	
Os04g0107900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.7	5.85919221670791e-7	
Os06g0195800	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-3.7	7.7873258463622e-7	
Os06g0195800	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-3.7	8.92100418417632e-7	
Os01g0170000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-3.7	0.00000196092549057648	
Os02g0782500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	3.7	0.00000328350855888812	
Os11g0702100	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	3.7	0.00000364805509726553	
Os11g0702100	oryza sativa	E-MTAB-3834	'submergence low oxygen' vs 'normal air'	3.7	0.0000407172252101073	
Os01g0606900	oryza sativa	E-MTAB-1624	'300 millimolar sodium chloride' at '5 hours' vs. '1 hour'	3.7	0.0000450696100887266	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	3.7	0.0000540059456731952	
Os01g0606900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	3.7	0.0000690783891015035	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	-3.7	0.0001418150065392	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	3.7	0.00105517115954196	
Os02g0758000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	-3.7	0.00186657124791848	
Os03g0286900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	3.7	0.00386682982827473	
Os02g0622500	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	3.7	0.00430932437918893	
Os11g0244200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.7	0.0331816672745766	
Os01g0719100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.6	2.25095792096353e-32	
Os04g0538000	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	3.6	2.10493393000581e-25	
Os01g0371200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-3.6	4.54449016099663e-20	
Os01g0606900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-3.6	1.395466062257e-17	
Os05g0519700	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	-3.6	3.79382764236068e-12	
Os02g0259900	oryza sativa	E-GEOD-47812	'non-aromatic RILs' vs 'non-aromatic parent'	-3.6	4.08785586232458e-10	
Os10g0471000	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	3.6	2.92235879960462e-8	
Os02g0622500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-3.6	1.54670803033148e-7	
Os03g0808900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.6	4.4390875337395e-7	
Os01g0719100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	3.6	5.34693570107089e-7	
Os09g0526600	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	-3.6	0.00000162259427754838	
Os01g0606900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.6	0.00000164570231284135	
Os01g0884300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.6	0.00000463595078082927	
Os11g0702100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A' vs 'Nipponbare; mock'	3.6	0.00000564867537494833	
Os11g0702100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO86' vs 'Nipponbare; mock'	3.6	0.0000369212844517961	
